iteration,view_uid,mode,reliability_mean,dynamic_ratio,dynamic_score_mean,uncertainty_score_mean,rgb_score_mean,depth_score_mean
15000,22,full,0.6900830268859863,0.2169952392578125,0.44546303153038025,0.6505287885665894,0.2832511067390442,0.26793596148490906
15200,21,full,0.7181801795959473,0.1942799985408783,0.4289752244949341,0.6682800650596619,0.2704579830169678,0.16794471442699432
15400,36,full,0.6440647840499878,0.2747650146484375,0.48525628447532654,0.6236692667007446,0.38216015696525574,0.3542453646659851
15600,41,full,0.4503852128982544,0.5483042597770691,0.6188289523124695,0.8463006019592285,0.503800094127655,0.30831825733184814
15800,4,full,0.6346784830093384,0.226287841796875,0.5070451498031616,0.7560701370239258,0.4024408757686615,0.1297963559627533
16000,33,full,0.6978632211685181,0.2636668086051941,0.42053669691085815,0.5759217143058777,0.3486585021018982,0.19670721888542175
16200,12,full,0.6067542433738708,0.3049367368221283,0.4982091784477234,0.6644654273986816,0.378940224647522,0.3328532576560974
16400,32,full,0.7285507917404175,0.2450002133846283,0.38162195682525635,0.5444306135177612,0.27928847074508667,0.19438636302947998
16600,43,full,0.4906984269618988,0.4701640009880066,0.5843794941902161,0.8338078260421753,0.40211591124534607,0.34212708473205566
16800,6,full,0.5657302737236023,0.34527587890625,0.5219943523406982,0.7309551239013672,0.4296515882015228,0.21343258023262024
17000,39,full,0.5216882824897766,0.4237518310546875,0.5686724781990051,0.831300675868988,0.5163807272911072,0.0692698210477829
17200,28,full,0.6809930801391602,0.2872365415096283,0.4642629027366638,0.6357042193412781,0.3490980565547943,0.28005853295326233
17400,43,full,0.4473809003829956,0.5210317373275757,0.6627713441848755,0.8717387914657593,0.4334540367126465,0.5939000844955444
17600,48,full,0.4443551003932953,0.5677999258041382,0.610771119594574,0.8307823538780212,0.4634522795677185,0.37355393171310425
17800,41,full,0.39375433325767517,0.6578420400619507,0.6435244679450989,0.8352753520011902,0.4792289733886719,0.49960219860076904
18000,40,full,0.5284618735313416,0.434906005859375,0.5513420104980469,0.8448705673217773,0.46197038888931274,0.0473034605383873
18200,37,full,0.6596105098724365,0.2738088071346283,0.48107314109802246,0.6536688208580017,0.3729087710380554,0.2820206880569458
18400,47,full,0.5422018766403198,0.3425394892692566,0.558881402015686,0.8710341453552246,0.44057244062423706,0.0635782927274704
18600,41,full,0.375179648399353,0.6989949941635132,0.6732935905456543,0.8532955050468445,0.5122416019439697,0.5501307845115662
18800,51,full,0.5220962762832642,0.434783935546875,0.5537895560264587,0.8738816976547241,0.4491562247276306,0.016691062599420547
19000,44,full,0.34861844778060913,0.77288818359375,0.6804255247116089,0.8643977046012878,0.4562934339046478,0.6587190628051758
19200,7,full,0.576137363910675,0.376556396484375,0.5238755941390991,0.7371171712875366,0.3501037359237671,0.3481830954551697
19400,42,full,0.3622923791408539,0.7555186152458191,0.6841819286346436,0.876329779624939,0.47543737292289734,0.6171526312828064
19600,29,full,0.6948349475860596,0.2586263120174408,0.42796653509140015,0.6077677607536316,0.3292858302593231,0.19610492885112762
19800,20,full,0.7073471546173096,0.204803466796875,0.4305921494960785,0.6286079287528992,0.25746190547943115,0.2880345582962036
20000,31,full,0.7324972152709961,0.2278849333524704,0.38358864188194275,0.5733744502067566,0.2593126893043518,0.17405343055725098
20200,2,full,0.572446882724762,0.3235829770565033,0.5423762798309326,0.789060115814209,0.39890918135643005,0.23840531706809998
20400,26,full,0.5990142226219177,0.3633982539176941,0.5091770887374878,0.6205505132675171,0.4467754364013672,0.3677899241447449
20600,1,full,0.5473638772964478,0.3735198974609375,0.5646637678146362,0.7886195182800293,0.4196707010269165,0.314501017332077
20800,44,full,0.3596535623073578,0.7632293701171875,0.6659586429595947,0.8174879550933838,0.4597451686859131,0.6858910918235779
21000,46,full,0.5040237903594971,0.4765116572380066,0.5795743465423584,0.8275989294052124,0.4476141333580017,0.25244948267936707
21200,49,full,0.48781606554985046,0.4662221372127533,0.5817604064941406,0.8358706831932068,0.4196002185344696,0.2937927842140198
21400,7,full,0.595204770565033,0.3612162470817566,0.5131384134292603,0.705626368522644,0.35632452368736267,0.3544648587703705
21600,19,full,0.7391858100891113,0.1995188444852829,0.39490437507629395,0.6145897507667542,0.23638920485973358,0.1780141294002533
21800,9,full,0.5885711312294006,0.3443349301815033,0.5296859741210938,0.670111358165741,0.39801666140556335,0.4441502094268799
22000,5,full,0.5267163515090942,0.4005534052848816,0.5839778780937195,0.7789024114608765,0.44354987144470215,0.3911469876766205
22200,10,full,0.5868455171585083,0.3206024169921875,0.5372214317321777,0.6634330749511719,0.4176047742366791,0.4625743329524994
22400,8,full,0.6219995021820068,0.2828165888786316,0.5162121653556824,0.6905531883239746,0.46032285690307617,0.2217509150505066
22600,32,full,0.7409104108810425,0.2343190610408783,0.36588186025619507,0.5232052803039551,0.2590438723564148,0.19887056946754456
22800,13,full,0.5937063694000244,0.3158416748046875,0.5064404010772705,0.7277954816818237,0.4177916944026947,0.16352692246437073
23000,47,full,0.5237481594085693,0.4133962094783783,0.5564741492271423,0.798802375793457,0.4336946904659271,0.22609975934028625
23200,32,full,0.7417004108428955,0.2341715544462204,0.359769344329834,0.5128519535064697,0.25569772720336914,0.1974589079618454
23400,10,full,0.5851956605911255,0.3204498291015625,0.5219823718070984,0.6361150145530701,0.4183013439178467,0.44662579894065857
23600,39,full,0.5279359817504883,0.4373321533203125,0.5566601157188416,0.8245376348495483,0.48242807388305664,0.0838419646024704
23800,2,full,0.5827178955078125,0.296875,0.5296612977981567,0.7608374953269958,0.39560097455978394,0.24412056803703308
24000,19,full,0.7403120994567871,0.199554443359375,0.40282267332077026,0.6250888109207153,0.24433550238609314,0.18007636070251465
24200,8,full,0.6267108917236328,0.2801615595817566,0.5095223188400269,0.682804524898529,0.45103558897972107,0.2219891995191574
24400,35,full,0.6157013773918152,0.3342844843864441,0.5126388072967529,0.6493659019470215,0.41680917143821716,0.37270504236221313
24600,49,full,0.518688976764679,0.4489186704158783,0.5533558130264282,0.7933223247528076,0.3968595862388611,0.2872996926307678
24800,37,full,0.689598560333252,0.2655232846736908,0.4384721517562866,0.5980104804039001,0.3415089547634125,0.24919652938842773
25000,37,full,0.6907097697257996,0.2644907832145691,0.4362189769744873,0.6084771752357483,0.3321942687034607,0.2306814193725586
25200,27,full,0.5621349811553955,0.3712870478630066,0.5481956005096436,0.7078456878662109,0.47160089015960693,0.32302340865135193
25400,4,full,0.6241281032562256,0.2217509001493454,0.5040584206581116,0.759340763092041,0.3857029378414154,0.1367950439453125
25600,6,full,0.5640208125114441,0.3645375669002533,0.5604961514472961,0.7763607501983643,0.4322621524333954,0.29921025037765503
25800,19,full,0.742311954498291,0.1997172087430954,0.3961285352706909,0.617121696472168,0.23671101033687592,0.1778748482465744
26000,18,full,0.7184692621231079,0.2172902524471283,0.42036017775535583,0.6110721826553345,0.3147798180580139,0.1760237216949463
26200,37,full,0.6984047889709473,0.2624053955078125,0.4038415551185608,0.5477155447006226,0.31587517261505127,0.23406624794006348
26400,14,full,0.5295815467834473,0.3836466670036316,0.5692323446273804,0.7665053606033325,0.4070514142513275,0.40918466448783875
26600,36,full,0.6553202271461487,0.2788289487361908,0.4676886796951294,0.6239669322967529,0.3680967688560486,0.2903486490249634
26800,23,full,0.7235608100891113,0.2151285856962204,0.3984959125518799,0.5669721961021423,0.26601624488830566,0.25126370787620544
27000,45,full,0.4999958276748657,0.4673309326171875,0.5852183699607849,0.813041090965271,0.4611881971359253,0.28967010974884033
27200,5,full,0.5355924963951111,0.3626149594783783,0.555806040763855,0.7595682144165039,0.4223673343658447,0.3308590054512024
27400,30,full,0.5869873762130737,0.3185018002986908,0.5399052500724792,0.7055375576019287,0.3380088806152344,0.5205512046813965
27600,32,full,0.7454055547714233,0.2323404997587204,0.35816526412963867,0.5086019039154053,0.2565329074859619,0.19753937423229218
27800,28,full,0.661050021648407,0.2786814570426941,0.47930091619491577,0.6834365725517273,0.3082629442214966,0.3193121552467346
28000,28,full,0.6631976962089539,0.2788136899471283,0.4515422284603119,0.639976978302002,0.29179689288139343,0.30711835622787476
28200,20,full,0.7069984674453735,0.1981658935546875,0.4358519911766052,0.6568877100944519,0.23912721872329712,0.28279006481170654
28400,14,full,0.5239789485931396,0.3952992856502533,0.5637289881706238,0.7353579998016357,0.42350220680236816,0.4229605197906494
28600,8,full,0.6196669340133667,0.2847137451171875,0.5241744518280029,0.721174418926239,0.44841164350509644,0.2135094255208969
28800,24,full,0.7139577865600586,0.2285105437040329,0.40671682357788086,0.5749819278717041,0.2819049060344696,0.24654148519039154
29000,48,full,0.4076434075832367,0.6410980224609375,0.6353133916854858,0.8386725187301636,0.42816734313964844,0.5402610301971436
29200,22,full,0.7021559476852417,0.219757080078125,0.43079137802124023,0.630523681640625,0.2730849087238312,0.25738024711608887
29400,32,full,0.7442301511764526,0.2304891049861908,0.36981767416000366,0.5319749116897583,0.25957927107810974,0.19788110256195068
29600,24,full,0.7122225761413574,0.2284393310546875,0.40830034017562866,0.5759537220001221,0.2866189181804657,0.24402253329753876
29800,45,full,0.495298832654953,0.4706929624080658,0.600707471370697,0.8629946708679199,0.45869725942611694,0.2590789794921875
30000,30,full,0.5777877569198608,0.3252716064453125,0.5360772609710693,0.706791877746582,0.32768017053604126,0.5166641473770142
30200,50,full,0.5337441563606262,0.4030965268611908,0.5606634020805359,0.8203110694885254,0.40718793869018555,0.2450380027294159
30400,25,full,0.6520631313323975,0.323486328125,0.45004117488861084,0.5453312397003174,0.3934175968170166,0.3347298800945282
30600,2,full,0.5683166980743408,0.3093007504940033,0.5364400148391724,0.786992073059082,0.3839132785797119,0.23961937427520752
30800,43,full,0.3545047640800476,0.7451731562614441,0.6752693057060242,0.8436415195465088,0.474021852016449,0.6486152410507202
31000,32,full,0.7461720705032349,0.2299550473690033,0.35892748832702637,0.5118715167045593,0.2544476389884949,0.1976432204246521
31200,1,full,0.5610085725784302,0.3190816342830658,0.5565580725669861,0.7979366183280945,0.404407262802124,0.27972012758255005
31400,11,full,0.5462108850479126,0.3447367548942566,0.5681746006011963,0.7354395389556885,0.44216275215148926,0.4123489260673523
31600,6,full,0.5877312421798706,0.3219350278377533,0.5401657819747925,0.7718247175216675,0.4063020944595337,0.2531946003437042
31800,35,full,0.6157375574111938,0.3408305048942566,0.494764506816864,0.6394187211990356,0.39484739303588867,0.3441471755504608
32000,17,full,0.5918189883232117,0.319580078125,0.518883228302002,0.6292842626571655,0.43152210116386414,0.4233628511428833
32200,7,full,0.6389227509498596,0.3353525996208191,0.4768206477165222,0.6408672332763672,0.3568277359008789,0.3177032470703125
32400,52,full,0.5762197375297546,0.3534139096736908,0.5241215229034424,0.7928890585899353,0.41462191939353943,0.1110188364982605
32600,29,full,0.6732486486434937,0.2563527524471283,0.46460652351379395,0.6909089088439941,0.32851696014404297,0.1935829371213913
32800,38,full,0.6473854184150696,0.2503764033317566,0.4843541979789734,0.7257018089294434,0.31921321153640747,0.23031876981258392
33000,20,full,0.7082003355026245,0.2005818784236908,0.4282057285308838,0.6412071585655212,0.2366655319929123,0.2841480076313019
33200,20,full,0.708793580532074,0.2000529021024704,0.4402327537536621,0.670964241027832,0.23247992992401123,0.2846543788909912
33400,16,full,0.5082488059997559,0.408203125,0.5871590375900269,0.7923849821090698,0.39347097277641296,0.46435484290122986
33600,20,full,0.7053634524345398,0.2008565366268158,0.4505210518836975,0.6874703764915466,0.23758241534233093,0.2900277376174927
33800,17,full,0.5736937522888184,0.3303680419921875,0.5476896166801453,0.7033737897872925,0.42448872327804565,0.4130016565322876
34000,17,full,0.5718885660171509,0.3401997983455658,0.5494271516799927,0.700546145439148,0.4269447326660156,0.423753559589386
34200,15,full,0.6154343485832214,0.3219350278377533,0.4935286045074463,0.7085528373718262,0.38524872064590454,0.19921410083770752
34400,40,full,0.5113744735717773,0.5025482177734375,0.5611240863800049,0.8069784641265869,0.5090428590774536,0.0990939736366272
34600,52,full,0.5683890581130981,0.3684641718864441,0.5224430561065674,0.7949261665344238,0.42219051718711853,0.0847981795668602
34800,16,full,0.49996209144592285,0.4202931821346283,0.5857267379760742,0.7907086610794067,0.4170003831386566,0.4197885990142822
35000,44,full,0.328805536031723,0.8052775263786316,0.6995400190353394,0.8711332082748413,0.4737091064453125,0.7086595892906189
35200,51,full,0.5770797729492188,0.3526204526424408,0.5199834108352661,0.8070802688598633,0.43233829736709595,0.02739461325109005
35400,13,full,0.5980254411697388,0.328765869140625,0.5266954302787781,0.7595103979110718,0.41911494731903076,0.19112758338451385
35600,13,full,0.5992157459259033,0.3277079463005066,0.5237107276916504,0.7579312324523926,0.4033711850643158,0.20730873942375183
35800,43,full,0.3424254059791565,0.77764892578125,0.6865667700767517,0.8430719375610352,0.483254611492157,0.6902264356613159
36000,45,full,0.5210264921188354,0.4375203549861908,0.5535718202590942,0.7661086916923523,0.44431668519973755,0.26656073331832886
36200,18,full,0.7196718454360962,0.2160135954618454,0.4247375726699829,0.6217753887176514,0.31268545985221863,0.17749373614788055
36400,25,full,0.6546807885169983,0.322845458984375,0.4485250413417816,0.5517477989196777,0.38209018111228943,0.33253490924835205
36600,37,full,0.7022568583488464,0.2597300410270691,0.40583330392837524,0.5551987886428833,0.3220036029815674,0.21646295487880707
36800,30,full,0.5609566569328308,0.34783935546875,0.5592752695083618,0.751835286617279,0.335772842168808,0.5171442031860352
37000,14,full,0.5179089903831482,0.3879241943359375,0.5766656398773193,0.7646244764328003,0.4156167507171631,0.43559393286705017
37200,20,full,0.7010723948478699,0.200408935546875,0.4451006352901459,0.6767740249633789,0.23702538013458252,0.28796711564064026
37400,52,full,0.5631535649299622,0.3767242431640625,0.5304620862007141,0.7999578714370728,0.4222078323364258,0.1135416254401207
37600,17,full,0.5733742713928223,0.3445485532283783,0.5503613352775574,0.6878812313079834,0.44508036971092224,0.4251832962036133
37800,19,full,0.7409011125564575,0.1997324675321579,0.3997550904750824,0.6224384307861328,0.23898117244243622,0.18007206916809082
38000,15,full,0.6246341466903687,0.3088633418083191,0.49483007192611694,0.7051745653152466,0.38887137174606323,0.20698282122612
38200,0,full,0.4755569398403168,0.4908905029296875,0.6016601324081421,0.7642571926116943,0.41127896308898926,0.5689840316772461
38400,37,full,0.7042257189750671,0.256011962890625,0.39489901065826416,0.536409854888916,0.30556386709213257,0.23283635079860687
38600,0,full,0.4730475842952728,0.5064646601676941,0.6234281063079834,0.7963097095489502,0.42154377698898315,0.5877419710159302
38800,47,full,0.538587212562561,0.4385884702205658,0.5592561960220337,0.7520163059234619,0.4973078966140747,0.2339552640914917
39000,17,full,0.5736329555511475,0.3374888300895691,0.5373818874359131,0.6597479581832886,0.44396811723709106,0.42553243041038513
39200,35,full,0.6260499358177185,0.3325907588005066,0.4803857207298279,0.5953003168106079,0.39171409606933594,0.3770030438899994
39400,23,full,0.7230085134506226,0.2229766845703125,0.38737520575523376,0.547610342502594,0.2622859477996826,0.24575243890285492
